"X","leaid","year","total_schools.x","count_alt_school_schools","percent_alt","count_tracking_schools","percent_tracking","count_magnet_schools","percent_magnet","count_charter_schools","percent_charter"
11039,3600070,2013,1,NA,NA,NA,NA,NA,NA,1,1
11040,3600070,2015,1,NA,NA,NA,NA,NA,NA,1,1
11041,3600070,2017,1,NA,NA,NA,NA,NA,NA,1,1
11042,3600071,2011,1,NA,NA,NA,NA,NA,NA,1,1
11043,3600071,2013,1,NA,NA,NA,NA,NA,NA,1,1
11044,3600071,2015,1,NA,NA,NA,NA,NA,NA,1,1
11045,3600071,2017,1,NA,NA,NA,NA,NA,NA,1,1
11046,3600072,2011,1,NA,NA,1,1,NA,NA,1,1
11047,3600073,2011,1,NA,NA,NA,NA,NA,NA,1,1
11048,3600073,2013,1,NA,NA,NA,NA,NA,NA,1,1
11049,3600073,2015,1,NA,NA,NA,NA,NA,NA,1,1
11050,3600073,2017,1,NA,NA,NA,NA,NA,NA,1,1
11059,3600078,2011,8,NA,NA,NA,NA,1,0.125,NA,NA
11131,3600102,2011,4,NA,NA,NA,NA,1,0.25,NA,NA
11139,3600104,2015,1,NA,NA,NA,NA,NA,NA,1,1
11140,3600104,2017,1,NA,NA,NA,NA,NA,NA,1,1
11141,3600107,2011,1,NA,NA,NA,NA,NA,NA,1,1
11142,3600107,2013,1,NA,NA,NA,NA,NA,NA,1,1
11143,3600107,2015,1,NA,NA,NA,NA,NA,NA,1,1
11144,3600107,2017,1,NA,NA,NA,NA,NA,NA,1,1
11145,3600108,2011,1,NA,NA,1,1,NA,NA,1,1
11146,3600108,2013,1,NA,NA,NA,NA,NA,NA,1,1
11147,3600108,2015,1,NA,NA,NA,NA,NA,NA,1,1
11148,3600108,2017,1,NA,NA,NA,NA,NA,NA,1,1
11149,3600111,2011,1,NA,NA,NA,NA,NA,NA,1,1
11150,3600111,2013,1,NA,NA,NA,NA,NA,NA,1,1
11151,3600111,2015,1,NA,NA,NA,NA,NA,NA,1,1
11152,3600111,2017,1,NA,NA,NA,NA,NA,NA,1,1
11153,3600112,2017,1,NA,NA,NA,NA,NA,NA,1,1
11154,3600113,2013,1,NA,NA,NA,NA,NA,NA,1,1
11155,3600113,2015,1,NA,NA,NA,NA,NA,NA,1,1
11156,3600113,2017,1,NA,NA,NA,NA,NA,NA,1,1
11157,3600114,2011,1,NA,NA,NA,NA,NA,NA,1,1
11158,3600114,2013,1,NA,NA,NA,NA,NA,NA,1,1
11159,3600114,2017,1,NA,NA,NA,NA,NA,NA,1,1
11160,3600116,2011,1,NA,NA,NA,NA,NA,NA,1,1
11161,3600116,2013,1,NA,NA,NA,NA,NA,NA,1,1
11162,3600116,2015,1,NA,NA,NA,NA,NA,NA,1,1
11163,3600116,2017,1,NA,NA,NA,NA,NA,NA,1,1
11166,3600119,2017,2,NA,NA,NA,NA,1,0.5,NA,NA
11178,3600122,2017,4,NA,NA,NA,NA,1,0.25,NA,NA
11186,3600134,2011,1,NA,NA,NA,NA,NA,NA,1,1
11187,3600134,2013,1,NA,NA,NA,NA,NA,NA,1,1
11188,3600134,2015,1,NA,NA,NA,NA,NA,NA,1,1
11189,3600134,2017,1,NA,NA,NA,NA,NA,NA,1,1
11194,3600136,2013,1,NA,NA,NA,NA,NA,NA,1,1
11195,3600136,2017,1,NA,NA,NA,NA,NA,NA,1,1
11196,3600139,2011,1,NA,NA,NA,NA,NA,NA,1,1
11197,3600139,2013,1,NA,NA,NA,NA,NA,NA,1,1
11198,3600139,2015,1,NA,NA,NA,NA,NA,NA,1,1
11199,3600139,2017,1,NA,NA,NA,NA,NA,NA,1,1
11200,3600140,2013,1,NA,NA,NA,NA,NA,NA,1,1
11201,3600140,2015,1,NA,NA,NA,NA,NA,NA,1,1
11202,3600140,2017,1,NA,NA,NA,NA,NA,NA,1,1
11203,3600143,2015,1,NA,NA,NA,NA,NA,NA,1,1
11204,3600143,2017,1,NA,NA,NA,NA,NA,NA,1,1
11205,3600146,2011,1,NA,NA,NA,NA,NA,NA,1,1
11206,3600146,2013,1,NA,NA,NA,NA,NA,NA,1,1
11207,3600146,2015,1,NA,NA,NA,NA,NA,NA,1,1
11208,3600146,2017,1,NA,NA,NA,NA,NA,NA,1,1
11209,3600147,2015,1,NA,NA,NA,NA,NA,NA,1,1
11210,3600147,2017,1,NA,NA,NA,NA,NA,NA,1,1
11211,3600148,2017,1,NA,NA,NA,NA,NA,NA,1,1
11212,3600149,2015,1,NA,NA,NA,NA,NA,NA,1,1
11213,3600149,2017,1,NA,NA,NA,NA,NA,NA,1,1
11214,3600150,2011,1,NA,NA,1,1,NA,NA,1,1
11215,3600150,2013,1,NA,NA,NA,NA,NA,NA,1,1
11223,3600152,2017,8,NA,NA,NA,NA,1,0.125,NA,NA
11228,3600154,2011,1,NA,NA,1,1,NA,NA,NA,NA
11231,3600155,2011,1,NA,NA,NA,NA,NA,NA,1,1
11232,3600155,2013,1,NA,NA,NA,NA,NA,NA,1,1
11233,3600155,2015,1,NA,NA,NA,NA,NA,NA,1,1
11234,3600155,2017,1,NA,NA,NA,NA,NA,NA,1,1
11235,3600157,2011,1,NA,NA,NA,NA,NA,NA,1,1
11236,3600157,2013,1,NA,NA,NA,NA,NA,NA,1,1
11237,3600157,2015,1,NA,NA,NA,NA,NA,NA,1,1
11238,3600157,2017,1,NA,NA,NA,NA,NA,NA,1,1
11239,3600159,2015,1,NA,NA,NA,NA,NA,NA,1,1
11240,3600159,2017,1,NA,NA,NA,NA,NA,NA,1,1
11241,3600160,2013,1,NA,NA,NA,NA,NA,NA,1,1
11242,3600160,2015,1,NA,NA,NA,NA,NA,NA,1,1
11243,3600160,2017,1,NA,NA,NA,NA,NA,NA,1,1
11244,3600161,2015,1,NA,NA,NA,NA,NA,NA,1,1
11245,3600161,2017,1,NA,NA,NA,NA,NA,NA,1,1
11246,3600162,2015,1,NA,NA,NA,NA,NA,NA,1,1
11247,3600162,2017,1,NA,NA,NA,NA,NA,NA,1,1
11248,3600165,2011,1,NA,NA,1,1,NA,NA,1,1
11249,3600165,2013,1,NA,NA,NA,NA,NA,NA,1,1
11250,3600165,2015,1,NA,NA,NA,NA,NA,NA,1,1
11251,3600165,2017,1,NA,NA,NA,NA,NA,NA,1,1
11252,3600166,2015,1,NA,NA,NA,NA,NA,NA,1,1
11253,3600166,2017,1,NA,NA,NA,NA,NA,NA,1,1
11254,3600169,2013,1,NA,NA,NA,NA,NA,NA,1,1
11255,3600169,2015,1,NA,NA,NA,NA,NA,NA,1,1
11256,3600169,2017,1,NA,NA,NA,NA,NA,NA,1,1
11257,3600170,2015,1,NA,NA,NA,NA,NA,NA,1,1
11258,3600170,2017,1,NA,NA,NA,NA,NA,NA,1,1
11259,3600172,2013,1,NA,NA,NA,NA,NA,NA,1,1
11260,3600172,2017,1,NA,NA,NA,NA,NA,NA,1,1
11261,3600173,2013,1,NA,NA,NA,NA,NA,NA,1,1
11262,3600173,2017,1,NA,NA,NA,NA,NA,NA,1,1
11263,3600943,2013,1,NA,NA,NA,NA,NA,NA,1,1
11264,3600943,2015,1,NA,NA,NA,NA,NA,NA,1,1
11265,3600943,2017,1,NA,NA,NA,NA,NA,NA,1,1
11266,3600949,2015,1,NA,NA,NA,NA,NA,NA,1,1
11267,3600949,2017,1,NA,NA,NA,NA,NA,NA,1,1
11268,3600954,2017,1,NA,NA,NA,NA,NA,NA,1,1
11269,3600955,2015,1,NA,NA,NA,NA,NA,NA,1,1
11270,3600955,2017,1,NA,NA,NA,NA,NA,NA,1,1
11271,3600956,2015,1,NA,NA,NA,NA,NA,NA,1,1
11272,3600956,2017,1,NA,NA,NA,NA,NA,NA,1,1
11273,3600957,2015,1,NA,NA,NA,NA,NA,NA,1,1
11274,3600957,2017,1,NA,NA,NA,NA,NA,NA,1,1
11275,3600962,2017,1,NA,NA,NA,NA,NA,NA,1,1
11276,3600964,2015,1,NA,NA,NA,NA,NA,NA,1,1
11277,3600964,2017,1,NA,NA,NA,NA,NA,NA,1,1
11278,3600967,2015,1,NA,NA,NA,NA,NA,NA,1,1
11279,3600967,2017,1,NA,NA,NA,NA,NA,NA,1,1
11280,3600968,2017,1,NA,NA,NA,NA,NA,NA,1,1
11281,3600969,2015,1,NA,NA,NA,NA,NA,NA,1,1
11282,3600969,2017,1,NA,NA,NA,NA,NA,NA,1,1
11283,3600986,2017,1,NA,NA,NA,NA,NA,NA,1,1
11284,3600987,2017,1,NA,NA,NA,NA,NA,NA,1,1
11285,3600989,2013,1,NA,NA,NA,NA,NA,NA,1,1
11286,3600989,2015,1,NA,NA,NA,NA,NA,NA,1,1
11287,3600989,2017,1,NA,NA,NA,NA,NA,NA,1,1
11288,3600992,2015,1,NA,NA,NA,NA,NA,NA,1,1
11289,3600992,2017,1,NA,NA,NA,NA,NA,NA,1,1
11290,3600993,2017,1,NA,NA,NA,NA,NA,NA,1,1
11291,3600994,2015,1,NA,NA,NA,NA,NA,NA,1,1
11292,3600994,2017,1,NA,NA,NA,NA,NA,NA,1,1
11293,3600995,2015,1,NA,NA,NA,NA,NA,NA,1,1
11294,3600995,2017,1,NA,NA,NA,NA,NA,NA,1,1
11295,3600996,2017,1,NA,NA,NA,NA,NA,NA,1,1
11296,3600997,2015,1,NA,NA,NA,NA,NA,NA,1,1
11297,3600997,2017,1,NA,NA,NA,NA,NA,NA,1,1
11298,3601000,2017,1,NA,NA,NA,NA,NA,NA,1,1
11299,3601001,2017,1,NA,NA,NA,NA,NA,NA,1,1
11300,3601002,2015,1,NA,NA,NA,NA,NA,NA,1,1
11301,3601003,2017,1,NA,NA,NA,NA,NA,NA,1,1
11302,3601004,2017,1,NA,NA,NA,NA,NA,NA,1,1
11303,3601009,2017,1,NA,NA,NA,NA,NA,NA,1,1
11304,3601011,2017,1,NA,NA,NA,NA,NA,NA,1,1
11305,3601012,2017,1,NA,NA,NA,NA,NA,NA,1,1
11306,3601015,2015,1,NA,NA,NA,NA,NA,NA,1,1
11307,3601015,2017,1,NA,NA,NA,NA,NA,NA,1,1
11308,3601016,2017,1,NA,NA,NA,NA,NA,NA,1,1
11309,3601018,2017,1,NA,NA,NA,NA,NA,NA,1,1
11310,3601025,2017,1,NA,NA,NA,NA,NA,NA,1,1
11311,3601028,2017,1,NA,NA,NA,NA,NA,NA,1,1
11312,3601029,2015,1,NA,NA,NA,NA,NA,NA,1,1
11313,3601029,2017,1,NA,NA,NA,NA,NA,NA,1,1
11314,3601035,2015,1,NA,NA,NA,NA,NA,NA,1,1
11315,3601035,2017,1,NA,NA,NA,NA,NA,NA,1,1
11316,3601040,2017,1,NA,NA,NA,NA,NA,NA,1,1
11317,3601049,2017,1,NA,NA,NA,NA,NA,NA,1,1
11318,3601052,2017,1,NA,NA,NA,NA,NA,NA,1,1
11319,3601058,2017,1,NA,NA,NA,NA,NA,NA,1,1
11320,3601070,2017,1,NA,NA,NA,NA,NA,NA,1,1
11321,3601075,2015,1,NA,NA,NA,NA,NA,NA,1,1
11322,3601075,2017,1,NA,NA,NA,NA,NA,NA,1,1
11323,3601106,2017,1,NA,NA,NA,NA,NA,NA,1,1
11325,3602460,2011,1,NA,NA,1,1,NA,NA,NA,NA
11335,3603030,2011,1,NA,NA,1,1,NA,NA,NA,NA
11339,3603060,2011,1,NA,NA,1,1,NA,NA,NA,NA
11359,3605010,2011,1,NA,NA,1,1,NA,NA,NA,NA
11369,3605370,2015,1,1,1,NA,NA,NA,NA,NA,NA
11372,3605670,2011,1,NA,NA,1,1,NA,NA,NA,NA
11376,3605850,2011,27,NA,NA,23,0.851851851851852,3,0.111111111111111,NA,NA
11380,3606360,2011,1,NA,NA,1,1,NA,NA,NA,NA
11384,3607050,2011,1,NA,NA,1,1,NA,NA,NA,NA
11388,3607230,2013,1,1,1,NA,NA,NA,NA,NA,NA
11389,3607230,2015,1,1,1,NA,NA,NA,NA,NA,NA
11391,3607440,2011,2,NA,NA,2,1,NA,NA,NA,NA
11406,3608470,2011,2,NA,NA,2,1,NA,NA,NA,NA
11424,3611070,2011,1,NA,NA,1,1,NA,NA,NA,NA
11432,3611250,2011,1,NA,NA,1,1,NA,NA,NA,NA
11439,3611430,2011,1,NA,NA,1,1,NA,NA,NA,NA
11443,3611640,2011,1,NA,NA,1,1,NA,NA,NA,NA
11447,3611860,2011,1,NA,NA,1,1,NA,NA,NA,NA
11452,3612120,2011,1,NA,NA,1,1,NA,NA,NA,NA
11460,3613110,2011,1,NA,NA,1,1,NA,NA,NA,NA
11469,3613830,2011,1,NA,NA,1,1,NA,NA,NA,NA
11477,3614250,2011,1,NA,NA,1,1,NA,NA,NA,NA
11489,3614490,2011,1,NA,NA,1,1,NA,NA,NA,NA
11501,3615720,2011,1,NA,NA,1,1,NA,NA,NA,NA
11509,3616140,2011,1,NA,NA,1,1,NA,NA,NA,NA
11513,3616380,2011,1,NA,NA,1,1,NA,NA,NA,NA
11517,3616410,2011,1,NA,NA,1,1,NA,NA,NA,NA
11521,3616530,2011,1,NA,NA,1,1,NA,NA,NA,NA
11533,3617400,2011,1,1,1,NA,NA,NA,NA,NA,NA
11546,3617940,2011,1,NA,NA,1,1,NA,NA,NA,NA
11550,3617970,2011,1,NA,NA,1,1,NA,NA,NA,NA
11558,3618510,2017,1,NA,NA,NA,NA,1,1,NA,NA
11571,3619590,2011,1,NA,NA,1,1,NA,NA,NA,NA
11572,3619710,2011,1,NA,NA,1,1,NA,NA,NA,NA
11576,3619860,2011,1,NA,NA,1,1,NA,NA,NA,NA
11586,3620170,2011,1,1,1,NA,NA,NA,NA,NA,NA
11594,3620700,2011,2,NA,NA,NA,NA,2,1,NA,NA
11607,3622200,2011,1,NA,NA,1,1,NA,NA,NA,NA
11615,3623790,2011,1,NA,NA,1,1,NA,NA,NA,NA
11619,3624570,2011,1,NA,NA,1,1,NA,NA,NA,NA
11625,3624750,2017,13,NA,NA,NA,NA,1,0.0769230769230769,NA,NA
11638,3626010,2011,2,NA,NA,NA,NA,2,1,NA,NA
11639,3626010,2013,4,NA,NA,NA,NA,2,0.5,NA,NA
11665,3627990,2011,1,NA,NA,1,1,NA,NA,NA,NA
11677,3628590,2011,7,NA,NA,1,0.142857142857143,NA,NA,NA,NA
11689,3629190,2011,1,NA,NA,1,1,NA,NA,NA,NA
11691,3630450,2011,1,NA,NA,1,1,NA,NA,NA,NA
11715,3631590,2011,1,NA,NA,1,1,NA,NA,NA,NA
11723,3631830,2011,1,NA,NA,1,1,NA,NA,NA,NA
11731,3631920,2011,18,NA,NA,18,1,18,1,NA,NA
11732,3631920,2013,19,NA,NA,NA,NA,19,1,NA,NA
11733,3631920,2015,20,NA,NA,NA,NA,20,1,NA,NA
11734,3631920,2017,21,NA,NA,NA,NA,21,1,NA,NA
11738,3680140,2011,1,1,1,NA,NA,NA,NA,NA,NA
11739,3680140,2013,1,1,1,NA,NA,NA,NA,NA,NA
11740,3680140,2015,1,1,1,NA,NA,NA,NA,NA,NA
11741,3680140,2017,1,1,1,NA,NA,NA,NA,NA,NA
11742,3680150,2011,1,1,1,NA,NA,NA,NA,NA,NA
11743,3680150,2013,1,1,1,NA,NA,NA,NA,NA,NA
11746,3680180,2011,1,1,1,NA,NA,NA,NA,NA,NA
11750,3680220,2011,1,NA,NA,1,1,NA,NA,NA,NA
11755,3680260,2017,1,1,1,NA,NA,NA,NA,NA,NA
11763,3680340,2011,1,1,1,1,1,NA,NA,NA,NA
11770,3680480,2011,1,1,1,NA,NA,NA,NA,NA,NA
11771,3680480,2013,1,1,1,NA,NA,NA,NA,NA,NA
11772,3680480,2015,1,1,1,NA,NA,NA,NA,NA,NA
11773,3680480,2017,1,1,1,NA,NA,NA,NA,NA,NA
11774,3680520,2011,1,1,1,1,1,NA,NA,NA,NA
11776,3680520,2015,1,1,1,NA,NA,NA,NA,NA,NA
11778,3680560,2011,1,1,1,NA,NA,NA,NA,NA,NA
11779,3680560,2013,1,1,1,NA,NA,NA,NA,NA,NA
11780,3680560,2015,1,1,1,NA,NA,NA,NA,NA,NA
11781,3680560,2017,1,1,1,NA,NA,NA,NA,NA,NA
11782,3680600,2011,1,NA,NA,1,1,NA,NA,NA,NA
11786,3680620,2011,1,1,1,1,1,NA,NA,NA,NA
11787,3680620,2013,1,1,1,NA,NA,NA,NA,NA,NA
11793,3680680,2011,1,1,1,1,1,NA,NA,NA,NA
11795,3680680,2015,1,1,1,NA,NA,NA,NA,NA,NA
11807,3680860,2011,1,1,1,1,1,NA,NA,NA,NA
11809,3680900,2011,1,1,1,NA,NA,NA,NA,NA,NA
11810,3680900,2013,1,1,1,NA,NA,NA,NA,NA,NA
11811,3680900,2015,1,1,1,NA,NA,NA,NA,NA,NA
11813,3680920,2011,1,1,1,1,1,NA,NA,NA,NA
11814,3680920,2013,1,1,1,NA,NA,NA,NA,NA,NA
11815,3680940,2011,1,NA,NA,1,1,NA,NA,NA,NA
11821,3700001,2015,5,2,0.4,NA,NA,NA,NA,NA,NA
11822,3700001,2017,3,1,0.333333333333333,NA,NA,NA,NA,NA,NA
11827,3700016,2011,1,NA,NA,NA,NA,NA,NA,1,1
11828,3700017,2011,1,NA,NA,NA,NA,NA,NA,1,1
11829,3700017,2013,1,NA,NA,NA,NA,NA,NA,1,1
11830,3700017,2015,1,NA,NA,NA,NA,NA,NA,1,1
11831,3700017,2017,1,NA,NA,NA,NA,NA,NA,1,1
11832,3700020,2011,1,NA,NA,1,1,NA,NA,1,1
11833,3700020,2013,1,NA,NA,NA,NA,NA,NA,1,1
11834,3700020,2015,1,NA,NA,NA,NA,NA,NA,1,1
11835,3700020,2017,1,NA,NA,NA,NA,NA,NA,1,1
11836,3700021,2011,1,NA,NA,1,1,NA,NA,1,1
11837,3700021,2013,1,NA,NA,NA,NA,NA,NA,1,1
11838,3700021,2015,1,NA,NA,NA,NA,NA,NA,1,1
11839,3700021,2017,1,NA,NA,NA,NA,NA,NA,1,1
11840,3700022,2011,1,NA,NA,NA,NA,NA,NA,1,1
11841,3700022,2013,1,NA,NA,NA,NA,NA,NA,1,1
11842,3700022,2015,1,NA,NA,NA,NA,NA,NA,1,1
11843,3700022,2017,1,NA,NA,NA,NA,NA,NA,1,1
11844,3700023,2011,1,NA,NA,NA,NA,NA,NA,1,1
11845,3700023,2013,1,NA,NA,NA,NA,NA,NA,1,1
11846,3700023,2015,1,NA,NA,NA,NA,NA,NA,1,1
11847,3700023,2017,1,NA,NA,NA,NA,NA,NA,1,1
11848,3700025,2011,1,NA,NA,NA,NA,NA,NA,1,1
11849,3700025,2013,1,NA,NA,NA,NA,NA,NA,1,1
11850,3700025,2015,1,NA,NA,NA,NA,NA,NA,1,1
11851,3700025,2017,1,NA,NA,NA,NA,NA,NA,1,1
11852,3700027,2011,1,NA,NA,NA,NA,NA,NA,1,1
11853,3700027,2013,1,NA,NA,NA,NA,NA,NA,1,1
11854,3700027,2015,1,NA,NA,NA,NA,NA,NA,1,1
11855,3700027,2017,1,NA,NA,NA,NA,NA,NA,1,1
11856,3700029,2011,1,NA,NA,1,1,NA,NA,1,1
11857,3700029,2013,1,NA,NA,NA,NA,NA,NA,1,1
11858,3700029,2015,1,NA,NA,NA,NA,NA,NA,1,1
11859,3700029,2017,1,NA,NA,NA,NA,NA,NA,1,1
11860,3700030,2011,1,1,1,1,1,NA,NA,NA,NA
11861,3700030,2013,1,1,1,NA,NA,NA,NA,NA,NA
11862,3700030,2015,1,1,1,NA,NA,NA,NA,NA,NA
11863,3700030,2017,1,1,1,NA,NA,NA,NA,NA,NA
11864,3700031,2011,1,NA,NA,1,1,NA,NA,1,1
11865,3700031,2013,1,NA,NA,NA,NA,NA,NA,1,1
11866,3700031,2015,1,NA,NA,NA,NA,NA,NA,1,1
11867,3700031,2017,1,NA,NA,NA,NA,NA,NA,1,1
11868,3700034,2011,1,NA,NA,1,1,NA,NA,1,1
11869,3700034,2013,1,NA,NA,NA,NA,NA,NA,1,1
11870,3700034,2015,1,NA,NA,NA,NA,NA,NA,1,1
11871,3700034,2017,1,NA,NA,NA,NA,NA,NA,1,1
11872,3700035,2011,1,NA,NA,1,1,NA,NA,1,1
11873,3700035,2013,1,NA,NA,NA,NA,NA,NA,1,1
11874,3700035,2015,1,NA,NA,NA,NA,NA,NA,1,1
11875,3700035,2017,1,NA,NA,NA,NA,NA,NA,1,1
11876,3700038,2011,1,NA,NA,NA,NA,NA,NA,1,1
11877,3700038,2013,1,NA,NA,NA,NA,NA,NA,1,1
11878,3700038,2015,1,NA,NA,NA,NA,NA,NA,1,1
11879,3700038,2017,1,NA,NA,NA,NA,NA,NA,1,1
11880,3700041,2011,1,NA,NA,1,1,NA,NA,1,1
11882,3700041,2015,1,NA,NA,NA,NA,NA,NA,1,1
11883,3700041,2017,1,NA,NA,NA,NA,NA,NA,1,1
11884,3700043,2015,1,NA,NA,NA,NA,NA,NA,1,1
11885,3700043,2017,1,NA,NA,NA,NA,NA,NA,1,1
11886,3700045,2011,1,NA,NA,1,1,NA,NA,1,1
11887,3700045,2013,1,NA,NA,NA,NA,NA,NA,1,1
11888,3700045,2015,1,NA,NA,NA,NA,NA,NA,1,1
11889,3700045,2017,1,NA,NA,NA,NA,NA,NA,1,1
11890,3700046,2011,1,NA,NA,NA,NA,NA,NA,1,1
11891,3700046,2013,1,NA,NA,NA,NA,NA,NA,1,1
11892,3700046,2015,1,NA,NA,NA,NA,NA,NA,1,1
11893,3700046,2017,1,NA,NA,NA,NA,NA,NA,1,1
11894,3700049,2011,1,NA,NA,1,1,NA,NA,1,1
11895,3700049,2013,1,NA,NA,NA,NA,NA,NA,1,1
11896,3700049,2015,1,NA,NA,NA,NA,NA,NA,1,1
11897,3700049,2017,1,NA,NA,NA,NA,NA,NA,1,1
11898,3700050,2011,1,NA,NA,NA,NA,NA,NA,1,1
11899,3700050,2013,1,NA,NA,NA,NA,NA,NA,1,1
11900,3700050,2015,1,NA,NA,NA,NA,NA,NA,1,1
11901,3700050,2017,1,NA,NA,NA,NA,NA,NA,1,1
11902,3700053,2011,1,NA,NA,1,1,NA,NA,1,1
11903,3700053,2013,1,NA,NA,NA,NA,NA,NA,1,1
11904,3700053,2015,1,NA,NA,NA,NA,NA,NA,1,1
11905,3700053,2017,1,NA,NA,NA,NA,NA,NA,1,1
11906,3700054,2011,1,NA,NA,NA,NA,NA,NA,1,1
11907,3700054,2013,1,NA,NA,NA,NA,NA,NA,1,1
11908,3700054,2015,1,NA,NA,NA,NA,NA,NA,1,1
11909,3700054,2017,1,NA,NA,NA,NA,NA,NA,1,1
11910,3700055,2013,1,NA,NA,NA,NA,NA,NA,1,1
11911,3700055,2015,1,NA,NA,NA,NA,NA,NA,1,1
11912,3700055,2017,1,NA,NA,NA,NA,NA,NA,1,1
11913,3700062,2011,1,NA,NA,NA,NA,NA,NA,1,1
11914,3700062,2013,1,NA,NA,NA,NA,NA,NA,1,1
11915,3700062,2015,1,NA,NA,NA,NA,NA,NA,1,1
11916,3700062,2017,1,NA,NA,NA,NA,NA,NA,1,1
11917,3700063,2013,1,NA,NA,NA,NA,NA,NA,1,1
11918,3700068,2011,1,NA,NA,NA,NA,NA,NA,1,1
11919,3700068,2013,1,NA,NA,NA,NA,NA,NA,1,1
11920,3700068,2015,1,NA,NA,NA,NA,NA,NA,1,1
11921,3700068,2017,1,NA,NA,NA,NA,NA,NA,1,1
11922,3700069,2011,1,NA,NA,1,1,NA,NA,1,1
11923,3700069,2013,1,NA,NA,NA,NA,NA,NA,1,1
11924,3700069,2015,1,NA,NA,NA,NA,NA,NA,1,1
11925,3700069,2017,1,NA,NA,NA,NA,NA,NA,1,1
11926,3700070,2011,1,NA,NA,NA,NA,NA,NA,1,1
11927,3700070,2013,1,NA,NA,NA,NA,NA,NA,1,1
11928,3700070,2015,1,NA,NA,NA,NA,NA,NA,1,1
11929,3700070,2017,1,NA,NA,NA,NA,NA,NA,1,1
11930,3700077,2011,1,NA,NA,1,1,NA,NA,1,1
11931,3700077,2013,1,NA,NA,NA,NA,NA,NA,1,1
11932,3700077,2015,1,NA,NA,NA,NA,NA,NA,1,1
11933,3700077,2017,1,NA,NA,NA,NA,NA,NA,1,1
11934,3700078,2011,1,NA,NA,1,1,NA,NA,1,1
11935,3700078,2013,1,NA,NA,NA,NA,NA,NA,1,1
11936,3700078,2015,1,NA,NA,NA,NA,NA,NA,1,1
11937,3700078,2017,1,NA,NA,NA,NA,NA,NA,1,1
11938,3700081,2011,1,NA,NA,NA,NA,NA,NA,1,1
11939,3700081,2013,1,NA,NA,NA,NA,NA,NA,1,1
11940,3700081,2015,1,NA,NA,NA,NA,NA,NA,1,1
11941,3700081,2017,1,NA,NA,NA,NA,NA,NA,1,1
11942,3700083,2011,1,NA,NA,NA,NA,NA,NA,1,1
11943,3700083,2013,1,NA,NA,NA,NA,NA,NA,1,1
11944,3700083,2015,1,NA,NA,NA,NA,NA,NA,1,1
11945,3700083,2017,1,NA,NA,NA,NA,NA,NA,1,1
11946,3700084,2011,1,NA,NA,NA,NA,NA,NA,1,1
11947,3700084,2013,1,NA,NA,NA,NA,NA,NA,1,1
11948,3700084,2015,1,NA,NA,NA,NA,NA,NA,1,1
11949,3700084,2017,1,NA,NA,NA,NA,NA,NA,1,1
11950,3700085,2011,1,NA,NA,1,1,NA,NA,1,1
11951,3700085,2013,1,NA,NA,NA,NA,NA,NA,1,1
11952,3700085,2015,1,NA,NA,NA,NA,NA,NA,1,1
11953,3700085,2017,1,NA,NA,NA,NA,NA,NA,1,1
11954,3700086,2011,1,NA,NA,1,1,NA,NA,1,1
11955,3700086,2013,1,NA,NA,NA,NA,NA,NA,1,1
11956,3700086,2015,1,NA,NA,NA,NA,NA,NA,1,1
11957,3700086,2017,1,NA,NA,NA,NA,NA,NA,1,1
11958,3700089,2011,1,NA,NA,1,1,NA,NA,1,1
11959,3700089,2013,1,NA,NA,NA,NA,NA,NA,1,1
11960,3700089,2015,1,NA,NA,NA,NA,NA,NA,1,1
11961,3700089,2017,1,NA,NA,NA,NA,NA,NA,1,1
11962,3700091,2011,1,NA,NA,NA,NA,NA,NA,1,1
11963,3700091,2013,1,NA,NA,NA,NA,NA,NA,1,1
11964,3700091,2015,1,NA,NA,NA,NA,NA,NA,1,1
11965,3700091,2017,1,NA,NA,NA,NA,NA,NA,1,1
11966,3700093,2011,1,NA,NA,1,1,NA,NA,1,1
11967,3700093,2013,1,NA,NA,NA,NA,NA,NA,1,1
11968,3700093,2015,1,NA,NA,NA,NA,NA,NA,1,1
11969,3700093,2017,1,NA,NA,NA,NA,NA,NA,1,1
11970,3700096,2011,1,NA,NA,1,1,NA,NA,1,1
11971,3700096,2013,1,NA,NA,NA,NA,NA,NA,1,1
11972,3700096,2015,1,NA,NA,NA,NA,NA,NA,1,1
11973,3700096,2017,1,NA,NA,NA,NA,NA,NA,1,1
11974,3700098,2017,1,NA,NA,NA,NA,NA,NA,1,1
11975,3700099,2011,1,NA,NA,NA,NA,NA,NA,1,1
11976,3700099,2013,1,NA,NA,NA,NA,NA,NA,1,1
11977,3700099,2015,1,NA,NA,NA,NA,NA,NA,1,1
11978,3700099,2017,1,NA,NA,NA,NA,NA,NA,1,1
11980,3700101,2013,1,NA,NA,NA,NA,NA,NA,1,1
11981,3700101,2015,1,NA,NA,NA,NA,NA,NA,1,1
11982,3700101,2017,1,NA,NA,NA,NA,NA,NA,1,1
11983,3700102,2011,1,NA,NA,1,1,NA,NA,1,1
11984,3700102,2013,1,NA,NA,NA,NA,NA,NA,1,1
11985,3700102,2015,1,NA,NA,NA,NA,NA,NA,1,1
11986,3700102,2017,1,NA,NA,NA,NA,NA,NA,1,1
11987,3700103,2011,1,NA,NA,NA,NA,NA,NA,1,1
11988,3700103,2013,1,NA,NA,NA,NA,NA,NA,1,1
11989,3700103,2015,1,NA,NA,NA,NA,NA,NA,1,1
