"X","leaid","year","total_schools.x","count_alt_school_schools","percent_alt","count_tracking_schools","percent_tracking","count_magnet_schools","percent_magnet","count_charter_schools","percent_charter"
12885,3901296,2017,1,NA,NA,NA,NA,NA,NA,1,1
12886,3901298,2011,1,NA,NA,NA,NA,NA,NA,1,1
12887,3901298,2013,1,NA,NA,NA,NA,NA,NA,1,1
12888,3901298,2015,1,NA,NA,NA,NA,NA,NA,1,1
12889,3901298,2017,1,NA,NA,NA,NA,NA,NA,1,1
12890,3901301,2011,1,NA,NA,NA,NA,NA,NA,1,1
12891,3901301,2013,1,NA,NA,NA,NA,NA,NA,1,1
12892,3901301,2015,1,NA,NA,NA,NA,NA,NA,1,1
12893,3901301,2017,1,NA,NA,NA,NA,NA,NA,1,1
12894,3901312,2011,1,NA,NA,NA,NA,NA,NA,1,1
12895,3901313,2011,1,NA,NA,NA,NA,NA,NA,1,1
12896,3901317,2011,1,NA,NA,NA,NA,NA,NA,1,1
12897,3901319,2013,1,NA,NA,NA,NA,NA,NA,1,1
12898,3901319,2015,1,NA,NA,NA,NA,NA,NA,1,1
12899,3901319,2017,1,NA,NA,NA,NA,NA,NA,1,1
12900,3901326,2013,1,NA,NA,NA,NA,NA,NA,1,1
12901,3901326,2015,1,NA,NA,NA,NA,NA,NA,1,1
12902,3901326,2017,1,NA,NA,NA,NA,NA,NA,1,1
12903,3901330,2017,1,NA,NA,NA,NA,NA,NA,1,1
12904,3901336,2011,1,NA,NA,1,1,NA,NA,1,1
12905,3901336,2013,1,NA,NA,NA,NA,NA,NA,1,1
12906,3901336,2015,1,NA,NA,NA,NA,NA,NA,1,1
12907,3901337,2011,1,NA,NA,NA,NA,NA,NA,1,1
12908,3901337,2013,1,NA,NA,NA,NA,NA,NA,1,1
12909,3901337,2015,1,NA,NA,NA,NA,NA,NA,1,1
12910,3901337,2017,1,NA,NA,NA,NA,NA,NA,1,1
12911,3901339,2013,1,NA,NA,NA,NA,NA,NA,1,1
12912,3901339,2015,1,NA,NA,NA,NA,NA,NA,1,1
12913,3901339,2017,1,NA,NA,NA,NA,NA,NA,1,1
12914,3901347,2011,1,NA,NA,NA,NA,NA,NA,1,1
12915,3901347,2013,1,NA,NA,NA,NA,NA,NA,1,1
12916,3901347,2015,1,NA,NA,NA,NA,NA,NA,1,1
12917,3901347,2017,1,NA,NA,NA,NA,NA,NA,1,1
12918,3901354,2013,1,NA,NA,NA,NA,NA,NA,1,1
12919,3901354,2015,1,NA,NA,NA,NA,NA,NA,1,1
12920,3901354,2017,1,NA,NA,NA,NA,NA,NA,1,1
12921,3901358,2011,1,NA,NA,NA,NA,NA,NA,1,1
12922,3901363,2013,1,NA,NA,NA,NA,NA,NA,1,1
12923,3901363,2015,1,NA,NA,NA,NA,NA,NA,1,1
12924,3901363,2017,1,NA,NA,NA,NA,NA,NA,1,1
12925,3901365,2013,1,NA,NA,NA,NA,NA,NA,1,1
12926,3901365,2015,1,NA,NA,NA,NA,NA,NA,1,1
12927,3901365,2017,1,NA,NA,NA,NA,NA,NA,1,1
12928,3901370,2013,1,NA,NA,NA,NA,NA,NA,1,1
12929,3901376,2011,1,NA,NA,NA,NA,NA,NA,1,1
12930,3901376,2013,1,NA,NA,NA,NA,NA,NA,1,1
12931,3901376,2015,1,NA,NA,NA,NA,NA,NA,1,1
12932,3901376,2017,1,NA,NA,NA,NA,NA,NA,1,1
12933,3901381,2013,1,NA,NA,NA,NA,NA,NA,1,1
12934,3901381,2015,1,NA,NA,NA,NA,NA,NA,1,1
12935,3901381,2017,1,NA,NA,NA,NA,NA,NA,1,1
12936,3901382,2017,1,NA,NA,NA,NA,NA,NA,1,1
12937,3901383,2011,1,NA,NA,NA,NA,NA,NA,1,1
12938,3901383,2013,1,NA,NA,NA,NA,NA,NA,1,1
12939,3901383,2015,1,NA,NA,NA,NA,NA,NA,1,1
12940,3901383,2017,1,NA,NA,NA,NA,NA,NA,1,1
12941,3901389,2011,1,NA,NA,1,1,NA,NA,1,1
12942,3901389,2013,1,NA,NA,NA,NA,NA,NA,1,1
12943,3901389,2015,1,NA,NA,NA,NA,NA,NA,1,1
12944,3901389,2017,1,NA,NA,NA,NA,NA,NA,1,1
12945,3901390,2011,1,NA,NA,NA,NA,NA,NA,1,1
12946,3901396,2011,1,NA,NA,NA,NA,NA,NA,1,1
12947,3901396,2013,1,NA,NA,NA,NA,NA,NA,1,1
12948,3901396,2015,1,NA,NA,NA,NA,NA,NA,1,1
12949,3901397,2011,1,NA,NA,NA,NA,NA,NA,1,1
12950,3901397,2013,1,NA,NA,NA,NA,NA,NA,1,1
12951,3901397,2015,1,NA,NA,NA,NA,NA,NA,1,1
12952,3901397,2017,1,NA,NA,NA,NA,NA,NA,1,1
12953,3901398,2013,1,NA,NA,NA,NA,NA,NA,1,1
12954,3901398,2015,1,NA,NA,NA,NA,NA,NA,1,1
12955,3901398,2017,1,NA,NA,NA,NA,NA,NA,1,1
12956,3901405,2015,1,NA,NA,NA,NA,NA,NA,1,1
12957,3901405,2017,1,NA,NA,NA,NA,NA,NA,1,1
12958,3901407,2013,1,NA,NA,NA,NA,NA,NA,1,1
12959,3901407,2015,1,NA,NA,NA,NA,NA,NA,1,1
12960,3901417,2011,1,NA,NA,1,1,NA,NA,1,1
12961,3901417,2013,1,NA,NA,NA,NA,NA,NA,1,1
12962,3901417,2015,1,NA,NA,NA,NA,NA,NA,1,1
12963,3901417,2017,1,NA,NA,NA,NA,NA,NA,1,1
12964,3901427,2011,1,NA,NA,NA,NA,NA,NA,1,1
12965,3901427,2013,1,NA,NA,NA,NA,NA,NA,1,1
12966,3901427,2015,1,NA,NA,NA,NA,NA,NA,1,1
12967,3901427,2017,1,NA,NA,NA,NA,NA,NA,1,1
12968,3901430,2013,1,NA,NA,NA,NA,NA,NA,1,1
12969,3901430,2015,1,NA,NA,NA,NA,NA,NA,1,1
12970,3901434,2013,1,NA,NA,NA,NA,NA,NA,1,1
12971,3901434,2015,1,NA,NA,NA,NA,NA,NA,1,1
12972,3901434,2017,1,NA,NA,NA,NA,NA,NA,1,1
12973,3901441,2013,1,NA,NA,NA,NA,NA,NA,1,1
12974,3901456,2013,1,NA,NA,NA,NA,NA,NA,1,1
12975,3901456,2015,1,NA,NA,NA,NA,NA,NA,1,1
12976,3901457,2015,1,NA,NA,NA,NA,NA,NA,1,1
12977,3901457,2017,1,NA,NA,NA,NA,NA,NA,1,1
12978,3901462,2011,1,NA,NA,NA,NA,NA,NA,1,1
12979,3901462,2013,1,NA,NA,NA,NA,NA,NA,1,1
12980,3901462,2015,1,NA,NA,NA,NA,NA,NA,1,1
12981,3901470,2015,1,NA,NA,NA,NA,NA,NA,1,1
12982,3901470,2017,1,NA,NA,NA,NA,NA,NA,1,1
12983,3901471,2013,1,NA,NA,NA,NA,NA,NA,1,1
12984,3901471,2015,1,NA,NA,NA,NA,NA,NA,1,1
12985,3901473,2015,1,NA,NA,NA,NA,NA,NA,1,1
12986,3901479,2013,1,NA,NA,NA,NA,NA,NA,1,1
12987,3901482,2017,1,NA,NA,NA,NA,NA,NA,1,1
12988,3901487,2015,1,NA,NA,NA,NA,NA,NA,1,1
12989,3901487,2017,1,NA,NA,NA,NA,NA,NA,1,1
12990,3901496,2017,1,NA,NA,NA,NA,NA,NA,1,1
12991,3901499,2013,1,NA,NA,NA,NA,NA,NA,1,1
12992,3901499,2015,1,NA,NA,NA,NA,NA,NA,1,1
12993,3901499,2017,1,NA,NA,NA,NA,NA,NA,1,1
12994,3901503,2015,1,NA,NA,NA,NA,NA,NA,1,1
12995,3901503,2017,1,NA,NA,NA,NA,NA,NA,1,1
12996,3901508,2017,1,NA,NA,NA,NA,NA,NA,1,1
12997,3901511,2017,1,NA,NA,NA,NA,NA,NA,1,1
12998,3901514,2013,1,NA,NA,NA,NA,NA,NA,1,1
12999,3901514,2015,1,NA,NA,NA,NA,NA,NA,1,1
13000,3901514,2017,1,NA,NA,NA,NA,NA,NA,1,1
13001,3901516,2015,1,NA,NA,NA,NA,NA,NA,1,1
13002,3901516,2017,1,NA,NA,NA,NA,NA,NA,1,1
13003,3901520,2013,1,NA,NA,NA,NA,NA,NA,1,1
13004,3901520,2015,1,NA,NA,NA,NA,NA,NA,1,1
13005,3901520,2017,1,NA,NA,NA,NA,NA,NA,1,1
13006,3901524,2013,1,NA,NA,NA,NA,NA,NA,1,1
13007,3901524,2015,1,NA,NA,NA,NA,NA,NA,1,1
13008,3901524,2017,1,NA,NA,NA,NA,NA,NA,1,1
13009,3901526,2015,1,NA,NA,NA,NA,NA,NA,1,1
13010,3901526,2017,1,NA,NA,NA,NA,NA,NA,1,1
13011,3901527,2013,1,NA,NA,NA,NA,NA,NA,1,1
13012,3901539,2017,2,NA,NA,NA,NA,NA,NA,2,1
13013,3901543,2013,1,NA,NA,NA,NA,NA,NA,1,1
13014,3901543,2015,1,NA,NA,NA,NA,NA,NA,1,1
13015,3901543,2017,1,NA,NA,NA,NA,NA,NA,1,1
13016,3901554,2015,1,NA,NA,NA,NA,NA,NA,1,1
13017,3901554,2017,1,NA,NA,NA,NA,NA,NA,1,1
13018,3901556,2013,1,NA,NA,NA,NA,NA,NA,1,1
13019,3901556,2015,1,NA,NA,NA,NA,NA,NA,1,1
13020,3901556,2017,1,NA,NA,NA,NA,NA,NA,1,1
13021,3901576,2015,1,NA,NA,NA,NA,NA,NA,1,1
13022,3901576,2017,1,1,1,NA,NA,NA,NA,1,1
13023,3901583,2017,1,NA,NA,NA,NA,NA,NA,1,1
13024,3901584,2017,1,NA,NA,NA,NA,NA,NA,1,1
13025,3901585,2017,1,NA,NA,NA,NA,NA,NA,1,1
13026,3901586,2017,1,NA,NA,NA,NA,NA,NA,1,1
13027,3901590,2017,1,NA,NA,NA,NA,NA,NA,1,1
13028,3901592,2017,1,NA,NA,NA,NA,NA,NA,1,1
13029,3901597,2017,1,NA,NA,NA,NA,NA,NA,1,1
13031,3904348,2013,1,1,1,NA,NA,NA,NA,NA,NA
13032,3904348,2015,1,1,1,NA,NA,NA,NA,NA,NA
13033,3904348,2017,1,1,1,NA,NA,NA,NA,NA,NA
13035,3904371,2011,2,NA,NA,1,0.5,NA,NA,NA,NA
13039,3904375,2011,30,NA,NA,NA,NA,8,0.266666666666667,NA,NA
13040,3904375,2013,9,NA,NA,NA,NA,4,0.444444444444444,NA,NA
13041,3904375,2015,10,NA,NA,NA,NA,5,0.5,NA,NA
13042,3904375,2017,11,NA,NA,NA,NA,5,0.454545454545455,NA,NA
13043,3904378,2011,64,NA,NA,NA,NA,1,0.015625,NA,NA
13044,3904378,2013,68,NA,NA,NA,NA,5,0.0735294117647059,NA,NA
13046,3904378,2017,65,NA,NA,NA,NA,6,0.0923076923076923,NA,NA
13047,3904380,2011,5,NA,NA,NA,NA,4,0.8,NA,NA
13048,3904380,2013,3,NA,NA,NA,NA,2,0.666666666666667,NA,NA
13049,3904380,2015,3,NA,NA,NA,NA,2,0.666666666666667,NA,NA
13050,3904380,2017,5,NA,NA,NA,NA,2,0.4,NA,NA
13051,3904384,2011,24,1,0.0416666666666667,NA,NA,1,0.0416666666666667,NA,NA
13052,3904384,2013,17,2,0.117647058823529,NA,NA,NA,NA,NA,NA
13055,3904422,2011,2,NA,NA,NA,NA,2,1,NA,NA
13057,3904422,2015,2,NA,NA,NA,NA,2,1,NA,NA
13058,3904422,2017,2,NA,NA,NA,NA,2,1,NA,NA
13059,3904423,2011,1,1,1,NA,NA,NA,NA,NA,NA
13060,3904426,2011,1,1,1,NA,NA,NA,NA,NA,NA
13066,3904481,2011,1,1,1,NA,NA,NA,NA,NA,NA
13067,3904481,2015,1,1,1,NA,NA,NA,NA,NA,NA
13069,3904490,2011,40,NA,NA,1,0.025,3,0.075,NA,NA
13070,3904490,2013,41,NA,NA,NA,NA,1,0.024390243902439,NA,NA
13071,3904490,2015,40,NA,NA,NA,NA,4,0.1,NA,NA
13077,3904516,2011,1,1,1,NA,NA,NA,NA,NA,NA
13084,3904549,2011,1,NA,NA,1,1,NA,NA,NA,NA
13098,3904720,2011,1,NA,NA,1,1,NA,NA,NA,NA
13108,3904851,2011,1,NA,NA,1,1,NA,NA,NA,NA
13116,3904865,2011,5,NA,NA,1,0.2,NA,NA,NA,NA
13154,4000033,2011,1,NA,NA,1,1,NA,NA,NA,NA
13164,4000753,2011,1,NA,NA,NA,NA,NA,NA,1,1
13165,4000753,2013,1,NA,NA,NA,NA,NA,NA,1,1
13166,4000753,2015,1,NA,NA,NA,NA,NA,NA,1,1
13167,4000755,2015,1,NA,NA,NA,NA,NA,NA,1,1
13168,4000755,2017,1,NA,NA,NA,NA,NA,NA,1,1
13169,4000768,2013,1,1,1,NA,NA,NA,NA,1,1
13170,4000768,2015,1,NA,NA,NA,NA,NA,NA,1,1
13171,4000768,2017,1,NA,NA,NA,NA,NA,NA,1,1
13172,4000769,2017,1,NA,NA,NA,NA,NA,NA,1,1
13173,4000772,2015,1,NA,NA,NA,NA,NA,NA,1,1
13174,4000772,2017,1,NA,NA,NA,NA,NA,NA,1,1
13175,4000777,2013,1,NA,NA,NA,NA,NA,NA,1,1
13176,4000778,2013,1,NA,NA,NA,NA,NA,NA,1,1
13177,4000795,2017,1,NA,NA,NA,NA,NA,NA,1,1
13185,4002520,2013,1,NA,NA,NA,NA,1,1,NA,NA
13247,4003840,2011,2,NA,NA,2,1,NA,NA,NA,NA
13272,4005130,2011,1,NA,NA,1,1,NA,NA,NA,NA
13284,4005430,2011,1,NA,NA,1,1,NA,NA,NA,NA
13314,4006180,2011,1,NA,NA,1,1,NA,NA,NA,NA
13379,4008010,2011,1,NA,NA,1,1,NA,NA,NA,NA
13395,4008730,2011,1,NA,NA,1,1,NA,NA,NA,NA
13433,4009720,2011,1,NA,NA,1,1,NA,NA,NA,NA
13447,4010170,2011,1,NA,NA,1,1,NA,NA,NA,NA
13543,4013080,2011,1,NA,NA,1,1,NA,NA,NA,NA
13547,4013140,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
13564,4013320,2011,1,1,1,NA,NA,NA,NA,NA,NA
13570,4013500,2011,1,NA,NA,1,1,NA,NA,NA,NA
13615,4014890,2011,1,NA,NA,1,1,NA,NA,NA,NA
13634,4015750,2011,1,NA,NA,1,1,NA,NA,NA,NA
13642,4015930,2011,1,NA,NA,1,1,NA,NA,NA,NA
13706,4018240,2011,1,NA,NA,1,1,NA,NA,NA,NA
13726,4018660,2011,1,NA,NA,1,1,NA,NA,NA,NA
13742,4019200,2011,1,NA,NA,1,1,NA,NA,NA,NA
13783,4020080,2011,1,NA,NA,1,1,NA,NA,NA,NA
13818,4020970,2011,2,NA,NA,NA,NA,2,1,NA,NA
13819,4020970,2013,2,NA,NA,NA,NA,2,1,NA,NA
13830,4021720,2011,1,1,1,1,1,NA,NA,NA,NA
13831,4021720,2013,1,1,1,NA,NA,NA,NA,NA,NA
13832,4021720,2017,2,1,0.5,NA,NA,NA,NA,NA,NA
13833,4021840,2011,1,NA,NA,1,1,NA,NA,NA,NA
13847,4022350,2011,1,NA,NA,1,1,NA,NA,NA,NA
13863,4022770,2011,2,1,0.5,2,1,NA,NA,2,1
13868,4022860,2011,1,NA,NA,1,1,NA,NA,NA,NA
13898,4023700,2011,1,NA,NA,1,1,NA,NA,NA,NA
13910,4024180,2011,1,NA,NA,1,1,NA,NA,NA,NA
13914,4024330,2011,1,NA,NA,1,1,NA,NA,NA,NA
13998,4027420,2011,1,NA,NA,1,1,NA,NA,NA,NA
14015,4027990,2011,1,1,1,NA,NA,NA,NA,NA,NA
14019,4028110,2011,1,NA,NA,1,1,NA,NA,NA,NA
14025,4028590,2011,1,NA,NA,1,1,NA,NA,NA,NA
14035,4029010,2013,1,NA,NA,NA,NA,1,1,NA,NA
14038,4029040,2011,1,NA,NA,1,1,NA,NA,NA,NA
14064,4029670,2011,1,NA,NA,1,1,NA,NA,NA,NA
14118,4030960,2011,1,NA,NA,1,1,NA,NA,NA,NA
14178,4032670,2011,1,NA,NA,1,1,NA,NA,NA,NA
14234,4100003,2011,1,NA,NA,1,1,NA,NA,NA,NA
14238,4100009,2011,3,NA,NA,1,0.333333333333333,NA,NA,2,0.666666666666667
14239,4100009,2013,4,NA,NA,NA,NA,NA,NA,3,0.75
14240,4100009,2015,4,NA,NA,NA,NA,NA,NA,3,0.75
14241,4100009,2017,4,NA,NA,NA,NA,NA,NA,3,0.75
14244,4100020,2011,2,NA,NA,2,1,NA,NA,NA,NA
14248,4100023,2011,1,NA,NA,NA,NA,NA,NA,1,1
14249,4100023,2013,1,NA,NA,NA,NA,NA,NA,1,1
14250,4100023,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
14251,4100023,2017,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14253,4100040,2011,1,NA,NA,1,1,NA,NA,NA,NA
14257,4100047,2011,1,NA,NA,1,1,NA,NA,1,1
14258,4100047,2013,1,NA,NA,NA,NA,NA,NA,1,1
14259,4100047,2015,1,NA,NA,NA,NA,NA,NA,1,1
14260,4100047,2017,1,NA,NA,NA,NA,NA,NA,1,1
14261,4100048,2017,1,NA,NA,NA,NA,NA,NA,1,1
14262,4101020,2011,1,NA,NA,1,1,NA,NA,NA,NA
14270,4101200,2017,2,NA,NA,NA,NA,NA,NA,2,1
14271,4101230,2011,1,NA,NA,1,1,NA,NA,1,1
14272,4101230,2015,1,NA,NA,NA,NA,NA,NA,1,1
14273,4101350,2011,1,NA,NA,1,1,NA,NA,1,1
14274,4101350,2013,1,NA,NA,NA,NA,NA,NA,1,1
14275,4101350,2015,1,NA,NA,NA,NA,NA,NA,1,1
14276,4101350,2017,1,NA,NA,NA,NA,NA,NA,1,1
14277,4101470,2011,1,NA,NA,1,1,NA,NA,1,1
14278,4101470,2013,1,NA,NA,NA,NA,NA,NA,1,1
14279,4101470,2015,1,NA,NA,NA,NA,NA,NA,1,1
14280,4101470,2017,1,NA,NA,NA,NA,NA,NA,1,1
14281,4101500,2011,1,NA,NA,1,1,NA,NA,NA,NA
14286,4101710,2011,1,NA,NA,NA,NA,NA,NA,1,1
14287,4101710,2013,1,NA,NA,NA,NA,NA,NA,1,1
14288,4101710,2015,1,NA,NA,NA,NA,NA,NA,1,1
14289,4101710,2017,1,NA,NA,NA,NA,NA,NA,1,1
14293,4101920,2015,4,NA,NA,NA,NA,NA,NA,1,0.25
14294,4101920,2017,4,NA,NA,NA,NA,NA,NA,1,0.25
14295,4101980,2011,2,NA,NA,NA,NA,1,0.5,NA,NA
14296,4101980,2013,2,NA,NA,NA,NA,1,0.5,NA,NA
14297,4101980,2015,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14298,4101980,2017,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14299,4102040,2011,3,NA,NA,2,0.666666666666667,NA,NA,1,0.333333333333333
14303,4102160,2013,1,NA,NA,NA,NA,NA,NA,1,1
14304,4102160,2015,1,NA,NA,NA,NA,NA,NA,1,1
14305,4102160,2017,1,NA,NA,NA,NA,NA,NA,1,1
14308,4102490,2011,1,NA,NA,NA,NA,NA,NA,1,1
14309,4102580,2013,1,NA,NA,NA,NA,NA,NA,1,1
14310,4102580,2015,1,NA,NA,NA,NA,NA,NA,1,1
14311,4102580,2017,1,NA,NA,NA,NA,NA,NA,1,1
14312,4102610,2011,1,NA,NA,1,1,NA,NA,1,1
14313,4102610,2013,1,NA,NA,NA,NA,NA,NA,1,1
14314,4102610,2015,1,NA,NA,NA,NA,NA,NA,1,1
14315,4102610,2017,1,NA,NA,NA,NA,NA,NA,1,1
14316,4102640,2011,1,NA,NA,1,1,NA,NA,NA,NA
14320,4102940,2017,1,NA,NA,NA,NA,1,1,NA,NA
14323,4103390,2013,1,1,1,NA,NA,NA,NA,NA,NA
14324,4103390,2015,1,1,1,NA,NA,NA,NA,NA,NA
14325,4103390,2017,1,1,1,NA,NA,NA,NA,NA,NA
14326,4103420,2011,2,NA,NA,1,0.5,NA,NA,1,0.5
14327,4103420,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
14334,4103540,2011,1,NA,NA,1,1,NA,NA,1,1
14335,4103540,2013,1,NA,NA,NA,NA,NA,NA,1,1
14336,4103540,2015,1,NA,NA,NA,NA,NA,NA,1,1
14337,4103540,2017,1,NA,NA,NA,NA,NA,NA,1,1
14338,4103600,2011,1,NA,NA,1,1,NA,NA,NA,NA
14342,4103660,2011,1,NA,NA,NA,NA,NA,NA,1,1
14343,4103660,2013,1,NA,NA,NA,NA,NA,NA,1,1
14344,4103660,2015,1,NA,NA,NA,NA,NA,NA,1,1
14345,4103660,2017,2,NA,NA,NA,NA,NA,NA,2,1
14346,4103720,2011,2,NA,NA,2,1,NA,NA,1,0.5
14347,4103720,2013,2,NA,NA,NA,NA,NA,NA,2,1
14348,4103720,2015,1,NA,NA,NA,NA,NA,NA,1,1
14349,4103720,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
14350,4103860,2011,1,NA,NA,1,1,NA,NA,1,1
14351,4103860,2013,1,NA,NA,NA,NA,NA,NA,1,1
14352,4103860,2015,2,NA,NA,NA,NA,NA,NA,2,1
14353,4103860,2017,2,NA,NA,NA,NA,NA,NA,2,1
14354,4103960,2015,1,NA,NA,NA,NA,NA,NA,1,1
14355,4103960,2017,1,NA,NA,NA,NA,NA,NA,1,1
14363,4104350,2011,1,NA,NA,1,1,NA,NA,NA,NA
14373,4104500,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
14374,4104500,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
14375,4104530,2011,1,NA,NA,1,1,NA,NA,NA,NA
14379,4104590,2011,1,NA,NA,1,1,NA,NA,NA,NA
14382,4104620,2011,1,NA,NA,NA,NA,NA,NA,1,1
14383,4104620,2013,1,NA,NA,NA,NA,NA,NA,1,1
14384,4104620,2015,1,NA,NA,NA,NA,NA,NA,1,1
14385,4104620,2017,1,NA,NA,NA,NA,NA,NA,1,1
14386,4104700,2011,1,NA,NA,NA,NA,NA,NA,1,1
14387,4104700,2013,1,NA,NA,NA,NA,NA,NA,1,1
14388,4104700,2015,1,NA,NA,NA,NA,NA,NA,1,1
14389,4104700,2017,1,NA,NA,NA,NA,NA,NA,1,1
14390,4104740,2011,3,NA,NA,2,0.666666666666667,1,0.333333333333333,2,0.666666666666667
14391,4104740,2013,2,NA,NA,NA,NA,NA,NA,2,1
14392,4104740,2015,3,NA,NA,NA,NA,NA,NA,3,1
14393,4104740,2017,3,NA,NA,NA,NA,NA,NA,3,1
14395,4105160,2011,1,NA,NA,1,1,NA,NA,1,1
14396,4105160,2013,1,NA,NA,NA,NA,NA,NA,1,1
14397,4105160,2015,1,NA,NA,NA,NA,NA,NA,1,1
14398,4105160,2017,1,NA,NA,NA,NA,NA,NA,1,1
14399,4105250,2011,1,NA,NA,NA,NA,NA,NA,1,1
14400,4105250,2013,1,NA,NA,NA,NA,NA,NA,1,1
14401,4105250,2015,1,NA,NA,NA,NA,NA,NA,1,1
14402,4105250,2017,1,NA,NA,NA,NA,NA,NA,1,1
14404,4105310,2015,1,NA,NA,NA,NA,NA,NA,1,1
14405,4105310,2017,1,NA,NA,NA,NA,NA,NA,1,1
14408,4105760,2011,1,NA,NA,1,1,NA,NA,NA,NA
14412,4106000,2015,1,NA,NA,NA,NA,NA,NA,1,1
14413,4106000,2017,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14414,4106120,2011,1,NA,NA,NA,NA,NA,NA,1,1
14415,4106120,2013,1,NA,NA,NA,NA,NA,NA,1,1
14416,4106120,2015,1,NA,NA,NA,NA,NA,NA,1,1
14417,4106120,2017,1,NA,NA,NA,NA,NA,NA,1,1
14421,4106600,2011,1,NA,NA,1,1,NA,NA,1,1
14422,4106600,2013,1,NA,NA,NA,NA,NA,NA,1,1
14423,4106600,2015,1,NA,NA,NA,NA,NA,NA,1,1
14424,4106600,2017,1,NA,NA,NA,NA,NA,NA,1,1
14425,4106630,2011,1,NA,NA,1,1,NA,NA,1,1
14426,4106630,2013,1,NA,NA,NA,NA,NA,NA,1,1
14427,4106630,2015,1,NA,NA,NA,NA,NA,NA,1,1
14428,4106630,2017,1,NA,NA,NA,NA,NA,NA,1,1
14429,4106740,2011,1,NA,NA,1,1,NA,NA,NA,NA
14437,4106780,2011,1,NA,NA,1,1,NA,NA,NA,NA
14438,4106820,2011,1,NA,NA,1,1,NA,NA,NA,NA
14439,4106870,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
14440,4106870,2013,1,NA,NA,NA,NA,NA,NA,1,1
14441,4106870,2015,1,NA,NA,NA,NA,NA,NA,1,1
14442,4106870,2017,1,NA,NA,NA,NA,NA,NA,1,1
14443,4106900,2011,1,NA,NA,1,1,NA,NA,NA,NA
14445,4106900,2015,2,NA,NA,NA,NA,NA,NA,1,0.5
14446,4106900,2017,2,NA,NA,NA,NA,NA,NA,1,0.5
14448,4107020,2011,2,NA,NA,NA,NA,NA,NA,1,0.5
14449,4107020,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
14450,4107020,2015,1,NA,NA,NA,NA,NA,NA,1,1
14451,4107020,2017,1,NA,NA,NA,NA,NA,NA,1,1
14452,4107380,2011,4,NA,NA,2,0.5,NA,NA,1,0.25
14453,4107380,2013,4,NA,NA,NA,NA,NA,NA,1,0.25
14454,4107380,2015,4,NA,NA,NA,NA,NA,NA,1,0.25
14455,4107380,2017,3,NA,NA,NA,NA,NA,NA,1,0.333333333333333
14456,4107500,2011,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14457,4107500,2013,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14458,4107500,2015,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14459,4107500,2017,2,NA,NA,NA,NA,NA,NA,2,1
14460,4107530,2011,1,NA,NA,1,1,NA,NA,NA,NA
14463,4107590,2015,1,NA,NA,NA,NA,NA,NA,1,1
14464,4107590,2017,2,NA,NA,NA,NA,NA,NA,2,1
14469,4108040,2011,2,NA,NA,2,1,NA,NA,1,0.5
14470,4108040,2013,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14471,4108040,2015,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14472,4108040,2017,3,NA,NA,NA,NA,NA,NA,2,0.666666666666667
14473,4108100,2015,1,NA,NA,NA,NA,NA,NA,1,1
14474,4108100,2017,1,NA,NA,NA,NA,NA,NA,1,1
14475,4108280,2011,1,NA,NA,1,1,NA,NA,NA,NA
14478,4108310,2011,1,NA,NA,NA,NA,NA,NA,1,1
14479,4108310,2013,1,NA,NA,NA,NA,NA,NA,1,1
14480,4108310,2015,1,NA,NA,NA,NA,NA,NA,1,1
14481,4108310,2017,1,NA,NA,NA,NA,NA,NA,1,1
14482,4108430,2011,1,NA,NA,1,1,NA,NA,NA,NA
14488,4108820,2011,2,NA,NA,2,1,NA,NA,2,1
14489,4108820,2013,2,NA,NA,NA,NA,NA,NA,2,1
14490,4108820,2015,2,NA,NA,NA,NA,NA,NA,2,1
14491,4108820,2017,1,NA,NA,NA,NA,NA,NA,1,1
14492,4108830,2011,2,NA,NA,NA,NA,NA,NA,2,1
14493,4108830,2013,2,NA,NA,NA,NA,NA,NA,1,0.5
14494,4108830,2015,2,NA,NA,NA,NA,NA,NA,2,1
14495,4108830,2017,2,NA,NA,NA,NA,NA,NA,2,1
14496,4108940,2011,1,NA,NA,1,1,NA,NA,1,1
14497,4108940,2013,1,NA,NA,NA,NA,NA,NA,1,1
14498,4108940,2015,1,NA,NA,NA,NA,NA,NA,1,1
14499,4108940,2017,1,NA,NA,NA,NA,NA,NA,1,1
14500,4109330,2011,2,NA,NA,NA,NA,NA,NA,2,1
14501,4109330,2013,2,NA,NA,NA,NA,NA,NA,2,1
